Constituent Number,Company(Y|N),City,State,County Name,Postal Code,Gender
1821,0,Lascassas,TN,Wilson,37085,female
1822,0,Lascassas,TN,Wilson,37085,female
1823,0,Murfreesboro,TN,Rutherford,37127,male
1824,0,Murfreesboro,TN,Rutherford,37127,female
1825,0,Murfreesboro,TN,Rutherford,37129,male
1826,0,Murfreesboro,TN,Rutherford,37129,female
1827,1,,,,,unknown
1828,0,Murfreesboro,TN,Rutherford,37129,female
1829,0,Murfreesboro,TN,Rutherford,37130,male
1830,0,Murfreesboro,TN,Rutherford,37130,female
1831,0,Rockvale,TN,Rutherford,37153,male
1832,0,Rockvale,TN,Rutherford,37153,female
1833,0,Murfreesboro,TN,Rutherford,37128,male
1834,0,Murfreesboro,TN,Rutherford,37130,female
1835,0,Murfreesboro,TN,Rutherford,37130,male
1836,0,Murfreesboro,TN,Rutherford,37130,male
1837,0,Murfreesboro,TN,Rutherford,37130,male
1838,0,Murfreesboro,TN,Rutherford,37130,female
1839,0,Portage,IN,,46368,male
1840,0,Portage,IN,,46368,female
1841,0,Lewisburg,TN,Marshall,37091,male
1842,0,Murfreesboro,TN,Rutherford,37130,female
1843,0,Murfreesboro,TN,Rutherford,37128,unknown
1844,0,,,,,unknown
1845,0,Murfreesboro,TN,Rutherford,37130,male
1846,0,Murfreesboro,TN,Rutherford,37130,male
1847,0,Lusby,MD,,20657,male
1848,0,Lusby,MD,,20657,female
1849,0,Hendersonville,TN,Sumner,37075,male
1850,0,Jackson,TN,,38301,unknown
1851,0,Nashville,TN,Davidson,37214,female
1852,0,Raleigh,NC,,27624,unknown
1853,0,Raleigh,NC,,27624,male
1854,0,Lakewood Ranch,FL,,34202,male
1855,0,Lakewood Ranch,FL,,34202,female
1856,0,Santa Barbara,CA,,93108,male
1857,0,Santa Barbara,CA,,93108,female
1858,0,Murfreesboro,TN,Rutherford,37130,male
1859,0,Murfreesboro,TN,Rutherford,37130,female
1860,0,Murfreesboro,TN,Rutherford,37130,male
1861,0,Murfreesboro,TN,Rutherford,37130,female
1862,0,Murfreesboro,TN,Rutherford,37129,male
1863,0,Murfreesboro,TN,Rutherford,37129,female
1864,0,Lakewood Ranch,FL,,34202,female
1865,1,Raleigh,NC,,27624,unknown
1866,0,Annapolis,MD,,21403,male
1867,0,Annapolis,MD,,21403,female
1868,0,Murfreesboro,TN,Rutherford,37130,male
1869,0,Murfreesboro,TN,Rutherford,37130,female
1870,0,Goodlettsville,TN,Sumner,37072,male
1871,0,Goodlettsville,TN,Sumner,37072,female
1872,1,Princeton,NJ,,8543,unknown
1873,0,Murfreesboro,TN,Rutherford,37130,female
1874,0,Murfreesboro,TN,Rutherford,37130,female
1875,0,Minneapolis,MN,,55408,female
1876,0,Murfreesboro,TN,Rutherford,37129,male
1877,0,Murfreesboro,TN,Rutherford,37129,female
1878,0,Lascassas,TN,Wilson,37085,male
1879,0,Lascassas,TN,Wilson,37085,female
1880,0,Murfreesboro,TN,Rutherford,37128,unknown
1881,0,Watertown,TN,Wilson,37184,male
1882,0,Watertown,TN,Wilson,37184,female
1883,0,Murfreesboro,TN,Rutherford,37129,male
1884,0,Murfreesboro,TN,Rutherford,37129,female
1885,0,Murfreesboro,TN,Rutherford,37129,male
1886,0,Lascassas,TN,Wilson,37085,male
1887,0,Lascassas,TN,Wilson,37085,female
1888,0,Murfreesboro,TN,Rutherford,37129,female
1889,0,Murfreesboro,TN,Rutherford,37129,male
1890,0,Murfreesboro,TN,Rutherford,37130,male
1891,0,Murfreesboro,TN,Rutherford,37130,female
1892,0,Collierville,TN,,38017,male
1893,0,Collierville,TN,,38017,female
1894,0,Bell Buckle,TN,Rutherford,37020,male
1895,0,Bell Buckle,TN,Rutherford,37020,unknown
1896,0,Murfreesboro,TN,Rutherford,37127,male
1897,0,Murfreesboro,TN,Rutherford,37127,female
1898,0,Shelbyville,TN,Bedford,37160,male
1899,0,Shelbyville,TN,Bedford,37160,female
1902,0,Murfreesboro,TN,Rutherford,37129,male
1903,0,Murfreesboro,TN,Rutherford,37129,female
1904,0,Murfreesboro,TN,Rutherford,37128,male
1905,0,Murfreesboro,TN,Rutherford,37129,male
1906,0,Murfreesboro,TN,Rutherford,37129,female
1907,0,Murfreesboro,TN,Rutherford,37130,male
1908,0,,,,,unknown
1909,0,Murfreesboro,TN,Rutherford,37130,male
1910,0,Murfreesboro,TN,Rutherford,37130,female
1911,0,Murfreesboro,TN,Rutherford,37129,female
1912,0,Murfreesboro,TN,Rutherford,37129,female
1913,0,Brentwood,TN,Williamson,37027,female
1914,0,Brentwood,TN,Williamson,37027,male
1915,0,Murfreesboro,TN,Rutherford,37129,female
1916,0,Murfreesboro,TN,Rutherford,37129,male
1917,0,Bell Buckle,TN,Rutherford,37020,female
1918,0,Bell Buckle,TN,Rutherford,37020,male
1919,0,Murfreesboro,TN,Rutherford,37128,female
1920,0,Success,AR,,72470,male
1921,0,Franklin,TN,Williamson,37064,male
1922,0,Hampton,TN,,37658,female
1923,0,Franklin,TN,Williamson,37064,female
1924,0,Murfreesboro,TN,Rutherford,37129,female
1925,0,Athens,TN,,37303,male
1926,0,Athens,TN,,37303,female
1927,0,Murfreesboro,TN,Rutherford,37128,male
1928,0,Murfreesboro,TN,Rutherford,37128,female
1929,0,Due West,SC,,29639,unknown
1930,0,Murfreesboro,TN,Rutherford,37129,female
1931,0,Murfreesboro,TN,Rutherford,37128,male
1932,0,Murfreesboro,TN,Rutherford,37128,unknown
1933,0,Murfreesboro,TN,Rutherford,37130,male
1934,0,Murfreesboro,TN,Rutherford,37130,female
1935,0,Murfreesboro,TN,Rutherford,37129,female
1936,0,Murfreesboro,TN,Rutherford,37129,male
1937,0,Murfreesboro,TN,Rutherford,37129,female
1938,0,Murfreesboro,TN,Rutherford,37129,female
1939,0,Murfreesboro,TN,Rutherford,37130,male
1940,0,Murfreesboro,TN,Rutherford,37130,female
1941,0,Windermere,FL,,34786,male
1942,0,Windermere,FL,,34786,female
1943,0,Murfreesboro,TN,Rutherford,37127,male
1944,0,Murfreesboro,TN,Rutherford,37130,male
1945,0,Murfreesboro,TN,Rutherford,37130,female
1946,0,Readyville,TN,Cannon,37149,male
1947,0,Readyville,TN,Cannon,37149,female
1948,0,Kennesaw,GA,,30152,female
1949,0,Kennesaw,GA,,30152,male
1950,0,Murfreesboro,TN,Rutherford,37129,male
1951,0,Murfreesboro,TN,Rutherford,37129,female
1952,0,Murfreesboro,TN,Rutherford,37129,male
1953,0,Aiken,SC,,29803,unknown
1954,0,Aiken,SC,,29803,unknown
1955,0,Twinsburg,OH,,44087,unknown
1956,0,Twinsburg,OH,,44087,unknown
1957,0,Franklin,TN,Williamson,37064,male
1958,0,Franklin,TN,Williamson,37064,female
1959,0,,,,,male
1960,0,Nashville,TN,Davidson,37217,male
1961,0,Nashville,TN,Davidson,37217,female
1962,0,Murfreesboro,TN,Rutherford,37130,male
1963,0,Murfreesboro,TN,Rutherford,37128,male
1964,0,Murfreesboro,TN,Rutherford,37128,female
1965,0,Martin,MI,,49070,female
1966,0,Martin,MI,,49070,male
1967,0,Nashville,TN,Davidson,37205,unknown
1968,0,Murfreesboro,TN,Rutherford,37129,male
1969,0,Murfreesboro,TN,Rutherford,37129,female
1970,0,Elizabethton,TN,,37643,female
1971,0,Nashville,TN,Davidson,37216,female
1972,0,Murfreesboro,TN,Rutherford,37130,male
1973,0,Murfreesboro,TN,Rutherford,37130,female
1974,0,Murfreesboro,TN,Rutherford,37129,male
1975,0,Murfreesboro,TN,Rutherford,37129,female
1976,0,Hermitage,TN,Davidson,37076,female
1977,0,Hermitage,TN,Davidson,37076,unknown
1978,0,Murfreesboro,TN,Rutherford,37129,male
1979,0,Murfreesboro,TN,Rutherford,37129,female
1980,0,Murfreesboro,TN,Rutherford,37130,male
1981,0,Murfreesboro,TN,Rutherford,37130,female
1982,0,La Vergne,TN,Rutherford,37086,female
1983,0,Murfreesboro,TN,Rutherford,37129,male
1984,0,Murfreesboro,TN,Rutherford,37129,female
1985,0,Carrollton,GA,,300116,male
1986,0,Carrollton,GA,,300116,female
1987,0,Nashville,TN,Davidson,37214,female
1988,0,Macon,GA,,31210,male
1989,0,Macon,GA,,31210,female
1990,0,Murfreesboro,TN,Rutherford,37130,male
1991,0,Murfreesboro,TN,Rutherford,37128,male
1992,0,Murfreesboro,TN,Rutherford,37128,female
1993,0,Murfreesboro,TN,Rutherford,37129,male
1994,0,Smyrna,TN,Rutherford,37167,male
1995,0,,,,,male
1996,0,,,,,female
1997,0,Murfreesboro,TN,Rutherford,37129,female
1998,0,Antioch,TN,Davidson,37013,female
1999,0,,,,,male
2000,0,Smyrna,TN,Rutherford,37167,male
2001,0,Smyrna,TN,Rutherford,37167,female
2002,0,Readyville,TN,Cannon,37149,unknown
2003,0,,,,,unknown
2004,0,Nashville,TN,Davidson,37221,female
2005,0,Lascassas,TN,Wilson,37085,male
2006,0,Lascassas,TN,Wilson,37085,female
2007,0,Smyrna,TN,Rutherford,37167,female
2008,0,Murfreesboro,TN,Rutherford,37128,male
2009,0,Murfreesboro,TN,Rutherford,37128,female
2010,0,Murfreesboro,TN,Rutherford,37130,male
2011,0,Christiana,TN,Rutherford,37037,female
2013,0,Murfreesboro,TN,Rutherford,37130,male
2014,0,Murfreesboro,TN,Rutherford,37130,female
2015,0,Cleveland,TN,Bradley,37323,male
2016,0,Smyrna,TN,Rutherford,37167,female
2017,0,Smyrna,TN,Rutherford,37167,female
2018,0,Nolensville,TN,Williamson,37135,female
2019,0,Murfreesboro,TN,Rutherford,37130,female
2020,0,Smyrna,TN,Rutherford,37167,male
2021,0,Smyrna,TN,Rutherford,37167,female
2022,0,Nashville,TN,Davidson,37214,female
2023,0,Murfreesboro,TN,Rutherford,37128,male
2024,0,Murfreesboro,TN,Rutherford,37128,female
2025,0,Murfreesboro,TN,Rutherford,37130,male
2026,0,Murfreesboro,TN,Rutherford,37130,female
2029,0,Murfreesboro,TN,Rutherford,37129,female
2030,0,Murfreesboro,TN,Rutherford,37128,female
2031,0,Murfreesboro,TN,Rutherford,37128,male
2032,0,Murfreesboro,TN,Rutherford,37130,male
2033,0,Lascassas,TN,Wilson,37085,male
2034,0,Lascassas,TN,Wilson,37085,female
2035,0,Murfreesboro,TN,Rutherford,37130,male
2036,0,Milton,TN,Rutherford,37118,male
2038,0,Murfreesboro,TN,Rutherford,37127,female
2039,0,Murfreesboro,TN,Rutherford,37127,male
2040,0,Murfreesboro,TN,Rutherford,37128,female
2041,0,Hendersonville,TN,Sumner,37075,male
2042,0,Hendersonville,TN,,37077,female
2043,0,Smyrna,TN,Rutherford,37167,female
2044,0,Murfreesboro,TN,Rutherford,37129,male
2045,0,Knoxville,TN,,37920,female
2046,0,Murfreesboro,TN,Rutherford,37129,male
2047,0,Brentwood,TN,Williamson,37027,male
2048,0,Murfreesboro,TN,Rutherford,37130,male
2049,0,Murfreesboro,TN,Rutherford,37129,male
2050,0,Murfreesboro,TN,Rutherford,37129,female
2051,0,Murfreesboro,TN,Rutherford,37128,male
2052,0,Murfreesboro,TN,Rutherford,37128,female
2053,0,Murfreesboro,TN,Rutherford,37129,unknown
2054,0,Murfreesboro,TN,Rutherford,37129,male
2055,0,Murfreesboro,TN,Rutherford,37129,female
2056,0,Murfreesboro,TN,Rutherford,37129,unknown
2057,0,Murfreesboro,TN,Rutherford,37130,female
2058,0,Smyrna,TN,Rutherford,37167,male
2059,0,Murfreesboro,TN,Rutherford,37129,female
2060,0,Summertown,TN,Lawrence,38483,male
2061,0,Dublin,OH,,43016,female
2062,0,Columbia,TN,Maury,38401,female
2063,0,Columbia,TN,Maury,38401,male
2064,0,Columbia,TN,Maury,38401,female
2065,0,Columbia,TN,Maury,38401,male
2066,0,Columbia,TN,Maury,38401,female
2067,0,Culleoka,TN,,38451,male
2068,0,Culleoka,TN,,38451,female
2069,0,Saint Marys,OH,,45885,unknown
2071,0,Thompsons Station,TN,Williamson,37179,female
2072,1,Columbia,TN,Maury,38401,unknown
2073,0,,,,,male
2074,0,,,,,female
2075,0,Santa Fe,TN,,38482,male
2076,0,Santa Fe,TN,,38482,female
2077,0,Charlotte,MI,,48813,male
2078,0,Charlotte,MI,,48813,female
2079,0,Okemos,MI,,48864,male
2080,0,Woodbury,TN,Cannon,37190,male
2081,0,Woodbury,TN,Cannon,37190,female
2082,1,Woodbury,TN,Cannon,37190,unknown
2084,0,Murfreesboro,TN,Rutherford,37130,male
2085,0,Murfreesboro,TN,Rutherford,37129,unknown
2086,0,Woodbury,TN,Cannon,37190,female
2087,0,Murfreesboro,TN,Rutherford,37128,female
2088,0,Woodbury,TN,Cannon,37190,female
2089,0,Murfreesboro,TN,Rutherford,37129,unknown
2090,0,Murfreesboro,TN,Rutherford,37130,female
2091,0,Murfreesboro,TN,Rutherford,37133,female
2092,0,Jacksonville,FL,,32222,female
2093,0,,,,,male
2094,0,Manchester,TN,Coffee,37355,male
2095,0,,,,,male
2096,0,Manchester,TN,Coffee,37355,female
2097,0,,,,,male
2098,0,Nashville,TN,Davidson,37203,female
2099,0,Woodbury,TN,Cannon,37190,male
2100,0,Woodbury,TN,Cannon,37190,female
2101,0,Murfreesboro,TN,Rutherford,37127,male
2102,0,Murfreesboro,TN,Rutherford,37127,female
2103,0,Murfreesboro,TN,Rutherford,37129,female
2104,0,Murfreesboro,TN,Rutherford,37129,male
2105,0,Murfreesboro,TN,Rutherford,37128,female
2106,0,Murfreesboro,TN,Rutherford,37128,male
2107,0,Woodbury,TN,Cannon,37190,female
2108,0,Nashville,TN,Davidson,37215,female
2109,0,Halls,TN,,38040,male
2110,0,Halls,TN,,38040,female
2111,0,Murfreesboro,TN,Rutherford,37128,male
2112,0,Murfreesboro,TN,Rutherford,37128,female
2113,0,Murfreesboro,TN,Rutherford,37130,female
2114,0,Murfreesboro,TN,Rutherford,37130,male
2115,0,Marengo,IA,Iowa,52301,male
2116,0,Marengo,IA,Iowa,52301,female
2117,0,Columbia,TN,Maury,38401,male
2118,0,Medford,MN,,55049,male
2119,0,Medford,MN,,55049,female
2120,0,Murfreesboro,TN,Rutherford,37127,male
2121,0,Murfreesboro,TN,Rutherford,37127,female
2122,0,Murfreesboro,TN,Rutherford,37130,male
2123,0,Murfreesboro,TN,Rutherford,37128,male
2124,0,Murfreesboro,TN,Rutherford,37129,male
2125,0,Murfreesboro,TN,Rutherford,37129,female
2126,0,Murfreesboro,TN,Rutherford,37129,male
2127,0,Murfreesboro,TN,Rutherford,37127,female
2128,0,Murfreesboro,TN,Rutherford,37130,female
2129,0,Murfreesboro,TN,Rutherford,37130,male
2130,0,Murfreesboro,TN,Rutherford,37130,female
2131,0,Murfreesboro,TN,Rutherford,37129,male
2132,0,Smyrna,TN,Rutherford,37167,female
2133,0,Murfreesboro,TN,Rutherford,37127,male
2134,0,Murfreesboro,TN,Rutherford,37127,female
2135,0,Murfreesboro,TN,Rutherford,37129,female
2136,0,Hermitage,TN,Davidson,37076,female
2137,0,Hermitage,TN,Davidson,37076,male
2138,0,Asheville,NC,,28803,male
2139,0,Nashville,TN,Davidson,37205,unknown
2140,0,Nashville,TN,Davidson,37205,female
2141,0,Midlothian,TX,,76065,female
2142,0,Midlothian,TX,,76065,male
2143,0,Anderson,IN,,46016,male
2144,0,Anderson,IN,,46016,female
2145,0,Terry,MS,,39170,male
2146,0,Murfreesboro,TN,Rutherford,37130,male
2147,0,Murfreesboro,TN,Rutherford,37130,female
2148,0,Murfreesboro,TN,Rutherford,37130,male
2149,0,Murfreesboro,TN,Rutherford,37130,female
2150,0,Zionsville,IN,,46077,male
2151,0,Zionsville,IN,,46077,female
2152,0,Murfreesboro,TN,Rutherford,37129,female
2153,0,Murfreesboro,TN,Rutherford,37129,male
2154,0,Murfreesboro,TN,Rutherford,37130,female
2155,0,Bell Buckle,TN,Rutherford,37020,female
2156,0,Murfreesboro,TN,Rutherford,37129,female
2157,0,Murfreesboro,TN,Rutherford,37129,male
2158,0,Murfreesboro,TN,Rutherford,37129,male
2159,0,Murfreesboro,TN,Rutherford,37129,female
2161,0,Manchester,TN,Coffee,37355,male
2162,0,Manchester,TN,Coffee,37355,female
2163,0,Murfreesboro,TN,Rutherford,37129,male
2164,0,Murfreesboro,TN,Rutherford,37129,female
2165,0,Augusta,GA,,30907,male
2166,0,Augusta,GA,,30907,female
2167,0,Murfreesboro,TN,Rutherford,37129,female
2168,0,Murfreesboro,TN,Rutherford,37129,male
2169,0,Murfreesboro,TN,Rutherford,37128,male
2170,0,Murfreesboro,TN,Rutherford,37128,female
2171,0,Murfreesboro,TN,Rutherford,37129,male
2172,0,Murfreesboro,TN,Rutherford,37128,male
2173,0,Murfreesboro,TN,Rutherford,37128,female
2174,0,Christiana,TN,Rutherford,37037,female
2175,0,Christiana,TN,Rutherford,37037,male
2176,0,Murfreesboro,TN,Rutherford,37127,male
2177,0,Murfreesboro,TN,Rutherford,37127,female
2178,1,Murfreesboro,TN,Rutherford,37127,unknown
2179,0,Rockvale,TN,Rutherford,37153,male
2180,0,Rockvale,TN,Rutherford,37153,male
2181,0,Murfreesboro,TN,Rutherford,37129,female
2182,0,Murfreesboro,TN,Rutherford,37129,female
2183,0,Murfreesboro,TN,Rutherford,37129,male
2184,0,Murfreesboro,TN,Rutherford,37129,female
2185,0,Aiken,SC,,29803,male
2186,0,Aiken,SC,,29803,female
2187,0,Murfreesboro,TN,Rutherford,37129,male
2188,0,Murfreesboro,TN,Rutherford,37129,female
2189,0,Murfreesboro,TN,Rutherford,37130,male
2190,0,Murfreesboro,TN,Rutherford,37130,female
2191,1,Murfreesboro,TN,Rutherford,37129,unknown
2192,0,Lincoln,NE,,68516,male
2193,0,Fort Payne,AL,,35967,male
2194,1,New York,NY,,10005,unknown
2195,0,Lincoln,NE,,68516,female
2196,0,Fort Payne,AL,,35967,female
2197,0,Woodbury,TN,Cannon,37190,male
2198,0,Woodbury,TN,Cannon,37190,female
2199,0,Murfreesboro,TN,Rutherford,37127,female
2200,0,Murfreesboro,TN,Rutherford,37127,male
2201,0,Smyrna,TN,Rutherford,37167,male
2202,0,Smyrna,TN,Rutherford,37167,female
2203,0,Smyrna,TN,Rutherford,37167,male
2204,0,Smyrna,TN,Rutherford,37167,female
2205,0,Nashville,TN,,37208,unknown
2206,0,Huntsville,AR,,72740,male
2207,0,Huntsville,AR,,72740,female
2208,0,Huntsville,AR,,72740,female
2209,0,Murfreesboro,TN,Rutherford,37127,male
2210,0,Rock Hill,SC,,29730,female
2211,0,Smyrna,TN,Rutherford,37167,male
2212,0,Smyrna,TN,Rutherford,37167,female
2213,0,Milton,TN,Rutherford,37118,unknown
2214,0,Christiana,TN,Rutherford,37037,male
2215,0,Christiana,TN,Rutherford,37037,female
2216,1,Ocracoke,NC,,27960,unknown
2217,0,Ocracoke,NC,,27960,male
2218,0,Lebanon,TN,Wilson,37087,unknown
2219,0,Milton,TN,Rutherford,37118,male
2220,0,Milton,TN,Rutherford,37118,female
2221,0,Lascassas,TN,Wilson,37085,male
2222,0,Lascassas,TN,Wilson,37085,unknown
2223,0,Nashville,TN,Davidson,37211,male
2224,0,Nashville,TN,Davidson,37211,female
2225,0,Knoxville,TN,Knox,37938,female
2226,0,Franklin,TN,Williamson,37069,male
2227,0,La Vergne,TN,Rutherford,37086,male
2228,0,Murfreesboro,TN,Rutherford,37127,male
2229,0,Murfreesboro,TN,Rutherford,37127,female
2230,0,Manchester,CT,,6040,female
2231,0,Brentwood,TN,Williamson,37027,male
2232,0,Belton,TX,,76513,female
2233,0,Nashville,TN,,37208,female
2234,0,Fort Worth,TX,,76116,male
2235,0,Murfreesboro,TN,Rutherford,37130,male
2236,0,Portland,TN,,37148,male
