Constituent Number,Company(Y|N),City,State,County Name,Postal Code,Gender
9071,0,Murfreesboro,TN,Rutherford,37128,female
9072,0,Murfreesboro,TN,Rutherford,37128,male
9073,0,Murfreesboro,TN,Rutherford,37129,female
9074,0,Murfreesboro,TN,Rutherford,37129,male
9075,0,Murfreesboro,TN,Rutherford,37130,female
9077,0,Murfreesboro,TN,Rutherford,37130,male
9078,0,Manchester,TN,Coffee,37355,female
9079,0,Bells,TN,,38006,female
9081,0,Lascassas,TN,Wilson,37085,female
9083,0,Nashville,TN,Davidson,37215,male
9085,0,Murfreesboro,TN,Rutherford,37129,female
9086,0,Murfreesboro,TN,Rutherford,37130,male
9087,1,Brentwood,TN,Williamson,37027,unknown
9089,0,Leesburg,GA,,31763,male
9090,1,Murfreesboro,TN,Rutherford,37129,unknown
9091,0,Knoxville,TN,,37920,female
9092,1,Murfreesboro,TN,Rutherford,37129,unknown
9093,1,Murfreesboro,TN,Rutherford,37130,unknown
9094,0,Murfreesboro,TN,,37132,female
9095,1,Murfreesboro,TN,Rutherford,37130,unknown
9096,1,Murfreesboro,TN,Rutherford,37129,unknown
9097,0,Murfreesboro,TN,Rutherford,37128,unknown
9098,0,Murfreesboro,TN,Rutherford,37128,male
9099,1,Murfreesboro,TN,Rutherford,37130,unknown
9100,0,Murfreesboro,TN,Rutherford,37130,male
9101,1,Nashville,TN,,37228,unknown
9102,0,Murfreesboro,TN,Rutherford,37130,female
9103,0,Murfreesboro,TN,Rutherford,37127,female
9104,0,Murfreesboro,TN,Rutherford,37127,male
9106,1,Brentwood,TN,,37024,unknown
9107,0,Smyrna,TN,Rutherford,37167,female
9108,0,Murfreesboro,TN,Rutherford,37128,male
9109,0,East Greenwich,RI,,2818,male
9110,0,Smyrna,TN,Rutherford,37167,male
9111,0,Murfreesboro,TN,Rutherford,37130,male
9112,1,Murfreesboro,TN,Rutherford,37130,unknown
9113,0,Smyrna,TN,Rutherford,37167,female
9114,0,Smyrna,TN,Rutherford,37167,male
9115,0,Murfreesboro,TN,Rutherford,37128,male
9116,0,Murfreesboro,TN,Rutherford,37129,female
9117,0,Murfreesboro,TN,Rutherford,37127,male
9118,0,Murfreesboro,TN,Rutherford,37129,female
9119,0,Murfreesboro,TN,Rutherford,37129,male
9120,0,Murfreesboro,TN,Rutherford,37129,female
9121,0,Murfreesboro,TN,Rutherford,37128,unknown
9122,0,Murfreesboro,TN,Rutherford,37128,female
9123,0,Murfreesboro,TN,Rutherford,37129,female
9124,0,Brentwood,TN,Williamson,37027,female
9125,0,Murfreesboro,TN,Rutherford,37129,female
9126,0,Readyville,TN,Cannon,37149,female
9127,1,Brentwood,TN,,99999,unknown
9128,1,Murfreesboro,TN,Rutherford,37129,unknown
9129,0,Murfreesboro,TN,Rutherford,37128,female
9130,0,Murfreesboro,TN,Rutherford,37130,male
9131,0,Murfreesboro,TN,Rutherford,37130,female
9132,1,Murfreesboro,TN,Rutherford,37128,unknown
9133,0,Lascassas,TN,Wilson,37085,male
9134,0,Murfreesboro,TN,Rutherford,37130,male
9135,0,Murfreesboro,TN,Rutherford,37130,female
9136,1,Murfreesboro,TN,Rutherford,37133,unknown
9137,1,Murfreesboro,TN,Rutherford,37127,unknown
9138,1,Purdy,MO,,65734,unknown
9139,0,Murfreesboro,TN,Rutherford,37130,male
9140,0,Lascassas,TN,Wilson,37085,male
9141,0,Lascassas,TN,Wilson,37085,female
9142,1,Nashville,TN,Davidson,37216,unknown
9143,1,Murfreesboro,TN,Rutherford,37129,unknown
9144,0,Murfreesboro,TN,Rutherford,37128,male
9145,0,Murfreesboro,TN,Rutherford,37129,male
9146,0,Murfreesboro,TN,Rutherford,37129,male
9147,0,Knoxville,TN,Knox,37938,male
9148,0,Brentwood,TN,Williamson,37027,unknown
9149,0,Brentwood,TN,Williamson,37027,male
9150,0,Brentwood,TN,Williamson,37027,female
9152,0,Lascassas,TN,Wilson,37085,female
9153,0,Murfreesboro,TN,Rutherford,37130,male
9154,0,Columbia,TN,Maury,38401,male
9155,0,Columbia,TN,Maury,38401,female
9156,0,Nashville,TN,Davidson,37209,female
9157,0,Woodbury,TN,Cannon,37190,male
9158,0,Fayetteville,TN,Lincoln,37334,unknown
9159,0,Westmoreland,TN,,37186,unknown
9160,0,Murfreesboro,TN,Rutherford,37127,male
9161,0,Murfreesboro,TN,Rutherford,37130,female
9162,0,Murfreesboro,TN,Rutherford,37130,male
9163,1,Murfreesboro,TN,Rutherford,37129,unknown
9164,0,La Vergne,TN,Rutherford,37086,male
9165,0,Murfreesboro,TN,Rutherford,37129,female
9166,0,Union Grove,AL,,35175,female
9167,1,Murfreesboro,TN,Rutherford,37130,unknown
9168,1,Murfreesboro,TN,Rutherford,37128,unknown
9169,0,Murfreesboro,TN,Rutherford,37130,male
9170,0,Murfreesboro,TN,Rutherford,37129,male
9171,0,Murfreesboro,TN,Rutherford,37129,female
9172,0,Christiana,TN,Rutherford,37037,female
9173,1,Murfreesboro,TN,Rutherford,37128,unknown
9174,1,Murfreesboro,TN,Rutherford,37129,unknown
9175,0,Murfreesboro,TN,Rutherford,37129,female
9176,0,Murfreesboro,TN,Rutherford,37129,male
9177,0,Murfreesboro,TN,Rutherford,37129,female
9178,0,Murfreesboro,TN,Rutherford,37128,male
9179,0,Murfreesboro,TN,Rutherford,37128,female
9180,0,Murfreesboro,TN,Rutherford,37130,male
9181,0,Murfreesboro,TN,Rutherford,37133,unknown
9182,0,Murfreesboro,TN,Rutherford,37127,male
9183,1,Murfreesboro,TN,Rutherford,37129,unknown
9184,0,Murfreesboro,TN,Rutherford,37130,female
9185,0,Spring Hill,TN,Williamson,37174,female
9186,0,Trenton,TN,,38382,female
9187,0,Smyrna,TN,Rutherford,37167,female
9188,0,Murfreesboro,TN,Rutherford,37129,female
9189,0,Murfreesboro,TN,Rutherford,37127,female
9190,0,Murfreesboro,TN,Rutherford,37127,male
9191,0,Murfreesboro,TN,Rutherford,37129,female
9192,0,Murfreesboro,TN,Rutherford,37129,male
9193,0,Murfreesboro,TN,Rutherford,37129,male
9194,0,Murfreesboro,TN,Rutherford,37128,female
9195,0,Siloam Springs,AR,,72761,female
9196,0,Murfreesboro,TN,Rutherford,37130,unknown
9197,0,Friendsville,TN,,37737,male
9198,0,Hermitage,TN,Davidson,37076,female
9199,0,Granville,TN,,38564,female
9200,0,Granville,TN,,38564,male
9201,0,Nashville,TN,Davidson,37211,female
9203,1,Murfreesboro,TN,Rutherford,37129,unknown
9204,0,Rockvale,TN,Rutherford,37153,female
9205,0,Hermitage,TN,Davidson,37076,female
9206,0,Hermitage,TN,Davidson,37076,male
9207,0,Cartersville,GA,,30120,female
9208,0,Rockvale,TN,Rutherford,37153,male
9209,0,Rockvale,TN,Rutherford,37153,female
9210,0,Murfreesboro,TN,Rutherford,37129,female
9211,0,Murfreesboro,TN,Rutherford,37129,female
9212,0,Lebanon,TN,Wilson,37087,female
9213,0,Murfreesboro,TN,Rutherford,37127,male
9214,0,Murfreesboro,TN,Rutherford,37128,female
9215,0,Lascassas,TN,Wilson,37085,female
9216,0,Lascassas,TN,Wilson,37085,male
9217,0,Lascassas,TN,Wilson,37085,female
9218,0,Lascassas,TN,Wilson,37085,male
9220,0,Smyrna,TN,Rutherford,37167,female
9222,0,,,,,female
9223,0,Murfreesboro,TN,Rutherford,37128,female
9224,0,Murfreesboro,TN,Rutherford,37128,male
9225,0,Lascassas,TN,Wilson,37085,unknown
9226,0,Lascassas,TN,Wilson,37085,male
9227,0,Murfreesboro,TN,Rutherford,37127,male
9228,0,Murfreesboro,TN,Rutherford,37127,female
9229,0,Murfreesboro,TN,Rutherford,37130,unknown
9230,0,Murfreesboro,TN,Rutherford,37130,male
9231,0,Murfreesboro,TN,Rutherford,37130,female
9232,0,Murfreesboro,TN,Rutherford,37127,female
9233,0,Murfreesboro,TN,Rutherford,37127,male
9234,0,Murfreesboro,TN,Rutherford,37128,female
9235,0,Murfreesboro,TN,Rutherford,37128,male
9236,0,,,,,female
9237,0,,,,,male
9238,0,Murfreesboro,TN,Rutherford,37129,unknown
9240,0,Smyrna,TN,Rutherford,37167,female
9241,0,Smyrna,TN,Rutherford,37167,male
9242,0,Murfreesboro,TN,Rutherford,37129,female
9243,0,Murfreesboro,TN,Rutherford,37129,male
9244,0,Murfreesboro,TN,Rutherford,37129,female
9245,0,Murfreesboro,TN,Rutherford,37129,male
9246,0,Murfreesboro,TN,Rutherford,37128,female
9247,0,Manchester,TN,Coffee,37355,female
9248,0,Manchester,TN,Coffee,37355,male
9249,1,Murfreesboro,TN,Rutherford,37129,unknown
9250,0,Murfreesboro,TN,Rutherford,37129,male
9251,0,Nashville,TN,Davidson,37209,male
9252,0,Nashville,TN,Davidson,37221,female
9253,0,Franklin,TN,Williamson,37064,male
9254,0,Lascassas,TN,Wilson,37085,male
9255,0,Lascassas,TN,Wilson,37085,female
9256,1,Smyrna,TN,Rutherford,37167,unknown
9257,1,Smyrna,TN,Rutherford,37167,unknown
9258,0,Huntsville,AL,Madison,35811,female
9259,0,Cleveland,TN,Bradley,37311,female
9260,0,Brentwood,TN,Williamson,37027,female
9261,0,Murfreesboro,TN,Rutherford,37127,male
9262,0,Murfreesboro,TN,Rutherford,37129,female
9263,0,Murfreesboro,TN,Rutherford,37129,male
9264,0,Murfreesboro,TN,Rutherford,37127,female
9265,0,,,,,female
9266,0,,,,,male
9267,0,Murfreesboro,TN,Rutherford,37130,male
9268,0,Murfreesboro,TN,Rutherford,37128,female
9269,0,Murfreesboro,TN,Rutherford,37128,male
9270,0,Lebanon,TN,Wilson,37087,female
9271,0,Lebanon,TN,Wilson,37087,male
9272,1,Murfreesboro,TN,Rutherford,37129,unknown
9274,1,Murfreesboro,TN,Rutherford,37129,unknown
9275,1,Murfreesboro,TN,Rutherford,37129,unknown
9276,0,North Royalton,OH,,44133,male
9277,1,North Royalton,OH,,44133,unknown
9278,0,Brentwood,TN,Williamson,37027,female
9279,0,Murfreesboro,TN,Rutherford,37128,male
9280,0,Winston Salem,NC,,27101,female
9281,0,Murfreesboro,TN,Rutherford,37130,male
9282,0,Murfreesboro,TN,Rutherford,37130,female
9283,0,,,,,male
9284,0,,,,,male
9285,1,Murfreesboro,TN,Rutherford,37130,unknown
9286,0,Smyrna,TN,Rutherford,37167,female
9287,0,Smyrna,TN,Rutherford,37167,male
9288,0,Marietta,OH,,45750,female
9289,0,Murfreesboro,TN,Rutherford,37128,female
9290,0,Murfreesboro,TN,Rutherford,37129,female
9291,0,Murfreesboro,TN,Rutherford,37130,male
9292,0,Manchester,TN,Coffee,37355,male
9293,0,Franklin,TN,Williamson,37064,female
9294,0,Murfreesboro,TN,Rutherford,37130,unknown
9295,0,Gardendale,AL,,35071,male
9296,1,Union City,TN,,38261,unknown
9297,0,Murfreesboro,TN,Rutherford,37130,female
9298,0,Murfreesboro,TN,Rutherford,37130,male
9299,0,Friendsville,TN,,37737,female
9300,1,Aurora,CO,,80247,unknown
9301,0,Murfreesboro,TN,Rutherford,37129,male
9302,1,Murfreesboro,TN,Rutherford,37129,unknown
9303,1,Murfreesboro,TN,Rutherford,37129,unknown
9304,0,Smyrna,TN,Rutherford,37167,female
9305,0,,,,,unknown
9306,1,Nashville,TN,Davidson,37212,unknown
9307,0,Chattanooga,TN,Hamilton,37415,female
9308,0,Murfreesboro,TN,Rutherford,37129,female
9309,0,,,,,female
9310,0,Murfreesboro,TN,Rutherford,37129,female
9311,0,Melbourne Beach,FL,,32951,female
9312,1,Palatine,IL,,60067,unknown
9313,0,Melbourne Beach,FL,,32951,male
9314,1,Woonsocket,RI,,2895,unknown
9315,0,Murfreesboro,TN,Rutherford,37130,female
9316,1,Murfreesboro,TN,Rutherford,37129,unknown
9317,0,Mc Kenzie,TN,,38201,female
9319,0,Rockvale,TN,Rutherford,37153,female
9320,0,Murfreesboro,TN,Rutherford,37127,female
9321,0,Murfreesboro,TN,Rutherford,37129,female
9322,0,Murfreesboro,TN,Rutherford,37127,female
9325,0,Murfreesboro,TN,Rutherford,37129,male
9326,0,,,,,female
9327,0,,,,,male
9330,0,Pleasant View,TN,Cheatham,37146,male
9331,0,Murfreesboro,TN,Rutherford,37130,male
9332,0,College Grove,TN,Williamson,37046,male
9333,0,La Vergne,TN,Rutherford,37086,male
9334,0,Johnson City,TN,,37604,female
9335,0,Erwin,TN,,37650,female
9336,0,Johnson City,TN,,37604,female
9337,0,Murfreesboro,TN,Rutherford,37128,male
9338,0,Murfreesboro,TN,Rutherford,37130,unknown
9339,1,Murfreesboro,TN,Rutherford,37129,unknown
9340,0,Murfreesboro,TN,Rutherford,37130,male
9341,0,Murfreesboro,TN,Rutherford,37130,female
9343,0,Smyrna,TN,Rutherford,37167,male
9344,0,Murfreesboro,TN,Rutherford,37130,male
9345,0,Rensselaer,NY,,12144,unknown
9346,0,Rockvale,TN,Rutherford,37153,female
9347,0,Murfreesboro,TN,Rutherford,37129,unknown
9348,0,Murfreesboro,TN,Rutherford,37128,female
9349,0,Murfreesboro,TN,Rutherford,37128,male
9350,0,Murfreesboro,TN,Rutherford,37129,female
9351,0,Murfreesboro,TN,Rutherford,37130,female
9352,0,Murfreesboro,TN,Rutherford,37129,female
9353,0,Murfreesboro,TN,Rutherford,37129,male
9354,0,Smyrna,TN,Rutherford,37167,female
9355,0,Murfreesboro,TN,Rutherford,37129,male
9356,0,Murfreesboro,TN,Rutherford,37127,male
9357,0,Murfreesboro,TN,Rutherford,37128,female
9358,1,Murfreesboro,TN,Rutherford,37129,unknown
9359,0,Murfreesboro,TN,Rutherford,37128,female
9360,0,Murfreesboro,TN,Rutherford,37130,female
9361,1,Murfreesboro,TN,Rutherford,37127,unknown
9362,0,Murfreesboro,TN,Rutherford,37129,male
9363,0,,,,,female
9364,0,Murfreesboro,TN,Rutherford,37128,unknown
9365,0,Murfreesboro,TN,Rutherford,37128,male
9367,0,Murfreesboro,TN,Rutherford,37129,female
9368,0,Murfreesboro,TN,Rutherford,37129,male
9369,1,Murfreesboro,TN,Rutherford,37130,unknown
9370,0,Nashville,TN,Davidson,37211,male
9371,0,Murfreesboro,TN,Rutherford,37127,female
9372,1,Murfreesboro,TN,Rutherford,37129,unknown
9373,0,Murfreesboro,TN,Rutherford,37127,unknown
9374,1,Murfreesboro,TN,Rutherford,37130,unknown
9375,1,Nashville,TN,Davidson,37205,unknown
9376,0,Murfreesboro,TN,Rutherford,37129,female
9377,0,Murfreesboro,TN,Rutherford,37129,male
9380,1,Murfreesboro,TN,Rutherford,37129,unknown
9381,0,Murfreesboro,TN,Rutherford,37128,male
9382,1,Hudson,OH,,44236,unknown
9383,0,Bell Buckle,TN,Rutherford,37020,male
9384,0,Woodbury,TN,Cannon,37190,male
9385,1,Maryville,TN,,37801,unknown
9386,0,Murfreesboro,TN,Rutherford,37129,unknown
9387,0,Selmer,TN,McNairy,38375,unknown
9388,0,Shelbyville,TN,Bedford,37160,male
9389,0,Murfreesboro,TN,Rutherford,37128,female
9390,0,Murfreesboro,TN,Rutherford,37129,female
9391,0,Murfreesboro,TN,Rutherford,37129,female
9392,0,Murfreesboro,TN,Rutherford,37128,female
9393,0,,,,,male
9394,0,,,,,female
9395,0,Murfreesboro,TN,Rutherford,37130,unknown
9396,0,,,,,male
9397,1,Murfreesboro,TN,Rutherford,37129,unknown
9398,0,Murfreesboro,TN,Rutherford,37129,female
9399,0,Nashville,TN,Davidson,37205,female
9400,0,Murfreesboro,TN,Rutherford,37130,male
9401,0,Eagleville,TN,Rutherford,37060,female
9402,0,Murfreesboro,TN,Rutherford,37127,female
9403,1,,,,,unknown
9404,0,Bell Buckle,TN,Rutherford,37020,male
9405,0,Christiana,TN,Rutherford,37037,female
9406,0,Christiana,TN,Rutherford,37037,male
9407,0,Murfreesboro,TN,Rutherford,37128,female
9408,0,Lascassas,TN,Wilson,37085,female
9409,0,Nashville,TN,Davidson,37214,male
9410,0,Murfreesboro,TN,Rutherford,37127,male
9411,0,Murfreesboro,TN,Rutherford,37127,male
9412,0,Milton,TN,Rutherford,37118,female
9413,0,Milton,TN,Rutherford,37118,male
9414,0,Readyville,TN,Cannon,37149,male
9416,0,Murfreesboro,TN,Rutherford,37128,male
9417,0,Milton,TN,Rutherford,37118,female
9418,0,Milton,TN,Rutherford,37118,male
9419,0,Milton,TN,Rutherford,37118,unknown
9421,0,Murfreesboro,TN,Rutherford,37129,female
9422,0,Woodbury,TN,Cannon,37190,male
9423,0,Woodbury,TN,Cannon,37190,female
9424,0,Bradyville,TN,Cannon,37026,female
9425,0,Woodbury,TN,Cannon,37190,female
9426,0,Woodbury,TN,Cannon,37190,male
9427,0,Murfreesboro,TN,Rutherford,37127,female
9428,0,Murfreesboro,TN,Rutherford,37130,male
9429,0,Murfreesboro,TN,Rutherford,37129,female
9430,0,Woodbury,TN,Cannon,37190,female
9431,0,Woodbury,TN,Cannon,37190,male
9432,0,Murfreesboro,TN,Rutherford,37127,male
9433,0,Woodbury,TN,Cannon,37190,female
9434,0,Woodbury,TN,Cannon,37190,male
9435,1,Murfreesboro,TN,Rutherford,37129,unknown
9436,1,Murfreesboro,TN,Rutherford,37130,unknown
9437,0,Key West,FL,,33040,female
9438,0,Murfreesboro,TN,Rutherford,37129,female
9439,0,Murfreesboro,TN,Rutherford,37128,female
9440,0,Murfreesboro,TN,Rutherford,37128,male
9441,1,Murfreesboro,TN,Rutherford,37127,unknown
9442,0,Rockvale,TN,Rutherford,37153,male
9443,0,Taylorsville,KY,,40071,female
9444,0,Lexington,TN,,38351,female
9445,0,Murfreesboro,TN,Rutherford,37127,female
9446,1,Murfreesboro,TN,Rutherford,37129,unknown
9447,0,Murfreesboro,TN,Rutherford,37128,female
9448,0,Owens Cross Roads,AL,,35763,male
9449,0,Manchester,TN,Coffee,37355,male
9450,0,Manchester,TN,Coffee,37355,male
9451,0,Gallipolis Ferry,WV,,25515,female
9452,0,Gallipolis Ferry,WV,,25515,male
9453,0,Murfreesboro,TN,Rutherford,37129,female
9454,0,Rockvale,TN,Rutherford,37153,male
9455,0,Murfreesboro,TN,Rutherford,37128,female
9456,0,Murfreesboro,TN,Rutherford,37128,female
9457,0,Murfreesboro,TN,Rutherford,37129,female
9458,1,Bethesda,MD,Montgomery,20814,unknown
9459,1,Franklin,TN,Williamson,37067,unknown
9460,0,Murfreesboro,TN,Rutherford,37129,male
9461,0,Antioch,TN,Davidson,37013,unknown
9462,0,Antioch,TN,Davidson,37013,male
9463,0,Bartlett,IL,,60103,male
9464,0,Orange City,FL,,32763,female
9465,1,Murfreesboro,TN,Rutherford,37129,unknown
9466,0,,,,,female
9468,0,Murfreesboro,TN,Rutherford,37129,female
9469,0,Murfreesboro,TN,Rutherford,37129,male
9470,0,Murfreesboro,TN,Rutherford,37130,female
9471,0,Murfreesboro,TN,Rutherford,37128,female
9472,1,Hendersonville,TN,Sumner,37075,unknown
9473,0,Arlington Heights,IL,,60005,male
9474,0,Murfreesboro,TN,Rutherford,37129,male
9475,0,Woodridge,IL,,60517,male
9476,0,Murfreesboro,TN,Rutherford,37130,female
9477,0,Huntley,IL,,60142,male
9478,0,Deerfield,IL,,60015,female
9479,0,Clarksville,TN,Montgomery,37043,female
9480,0,Harriman,TN,,37748,unknown
9481,0,Bartlett,IL,,60103,female
9482,0,Murfreesboro,TN,Rutherford,37130,female
9484,0,Murfreesboro,TN,Rutherford,37130,male
9485,0,Murfreesboro,TN,Rutherford,37130,female
9486,0,Murfreesboro,TN,Rutherford,37129,female
9487,0,Murfreesboro,TN,Rutherford,37129,male
9488,0,Murfreesboro,TN,Rutherford,37129,unknown
9489,0,Murfreesboro,TN,Rutherford,37128,female
9490,0,Murfreesboro,TN,Rutherford,37128,male
9491,0,Kirkland,WA,,98033,male
9492,0,Kirkland,WA,,98033,female
9493,0,Milton,TN,Rutherford,37118,female
9494,0,Milton,TN,Rutherford,37118,male
9495,1,Murfreesboro,TN,Rutherford,37130,unknown
9496,0,Zionsville,IN,,46077,female
9497,0,Grayslake,IL,,60030,unknown
9498,0,Murfreesboro,TN,Rutherford,37129,female
9499,0,Murfreesboro,TN,Rutherford,37129,female
9501,0,Christiana,TN,Rutherford,37037,male
9502,0,Christiana,TN,Rutherford,37037,female
9503,0,Murfreesboro,TN,Rutherford,37129,female
9504,0,Murfreesboro,TN,Rutherford,37129,male
9505,0,Murfreesboro,TN,Rutherford,37128,male
9506,0,Murfreesboro,TN,Rutherford,37129,female
9507,1,Murfreesboro,TN,Rutherford,37129,unknown
9508,1,Princeton,NJ,,8543,unknown
9509,0,Mansfield,TX,,76063,female
9510,1,Atlanta,GA,,30303,unknown
9511,0,Murfreesboro,TN,Rutherford,37130,female
9512,0,Nashville,TN,Davidson,37204,female
9513,0,Winter Haven,FL,,33881,unknown
9514,0,Carol Stream,IL,,60188,female
9515,0,Tullahoma,TN,Coffee,37388,female
9516,0,Cordova,TN,,38018,female
9517,0,Murfreesboro,TN,Rutherford,37127,male
9518,0,Winter Haven,FL,,33881,female
9519,0,Murfreesboro,TN,Rutherford,37128,unknown
9520,0,Murfreesboro,TN,Rutherford,37130,female
9521,0,Murfreesboro,TN,Rutherford,37130,female
9522,0,Murfreesboro,TN,Rutherford,37130,male
9523,0,Murfreesboro,TN,Rutherford,37130,female
9524,0,Murfreesboro,TN,Rutherford,37130,male
9525,0,Murfreesboro,TN,Rutherford,37129,unknown
9526,0,Murfreesboro,TN,Rutherford,37130,female
9527,1,,,,,unknown
9528,0,Murfreesboro,TN,Rutherford,37129,female
9529,0,Murfreesboro,TN,Rutherford,37130,female
9530,0,Joint Base Mdl,NJ,,8640,female
9531,0,Chicago,IL,,60640,female
9532,0,Murfreesboro,TN,Rutherford,37128,male
9533,0,Melrose Park,IL,,60160,female
9534,0,Glen Gardner,NJ,,8826,male
9535,0,Minneapolis,MN,,55421,female
9536,0,Tehachapi,CA,,93561,female
9537,0,Granite Bay,CA,,95746,female
9538,0,Glen Gardner,NJ,,8826,unknown
9539,0,Syosset,NY,,11791,female
9540,0,Lascassas,TN,Wilson,37085,male
9541,0,Murfreesboro,TN,Rutherford,37127,male
9543,0,Hendersonville,TN,Sumner,37075,female
9544,1,,,,,unknown
9545,0,Shelbyville,TN,Bedford,37160,female
9546,0,Murfreesboro,TN,Rutherford,37128,male
9547,0,Brea,CA,,92821,male
9548,0,Brea,CA,,92821,female
9549,0,Bartlett,IL,,60103,female
9550,0,Pueblo,CO,,81003,female
9551,0,Murfreesboro,TN,Rutherford,37129,male
9552,0,Murfreesboro,TN,Rutherford,37128,female
9553,0,Murfreesboro,TN,Rutherford,37128,male
9554,0,Murfreesboro,TN,Rutherford,37128,male
9555,0,,,,,female
9556,0,Milan,TN,,38358,female
9557,0,Chattanooga,TN,Hamilton,37416,female
9558,0,Manchester,TN,Coffee,37355,unknown
9559,0,Austin,TX,,78750,unknown
9560,0,Leonardtown,MD,,20650,female
9561,0,Nashville,TN,Davidson,37221,female
9562,0,Mount Juliet,TN,Wilson,37122,female
9563,0,Murfreesboro,TN,Rutherford,37128,female
9564,0,,,,,male
9565,0,Murfreesboro,TN,Rutherford,37129,female
9567,0,Manchester,TN,Coffee,37355,female
9568,0,Manchester,TN,Coffee,37355,male
9569,0,Murfreesboro,TN,Rutherford,37127,female
9570,0,Lascassas,TN,Wilson,37085,female
9571,0,Lascassas,TN,Wilson,37085,male
9572,0,McMinnville,TN,Warren,37110,unknown
9573,1,Murfreesboro,TN,Rutherford,37129,unknown
9574,0,Murfreesboro,TN,Rutherford,37129,male
9575,0,Rockvale,TN,Rutherford,37153,female
9577,0,Nashville,TN,Davidson,37205,female
9578,0,Saint Louis,MO,,63119,male
9579,0,Murfreesboro,TN,Rutherford,37130,unknown
9580,0,Smyrna,TN,Rutherford,37167,female
9581,0,Manchester,TN,Coffee,37355,male
9582,0,Los Angeles,CA,,90036,unknown
9583,0,Smyrna,TN,Rutherford,37167,female
9584,0,Jasper,TN,,37347,male
9585,0,Nashville,TN,Davidson,37221,female
9586,0,Memphis,TN,,38128,female
9587,0,Murfreesboro,TN,Rutherford,37129,male
9589,0,,,,,female
9590,0,Shelbyville,TN,Bedford,37160,male
9591,0,Murfreesboro,TN,Rutherford,37130,unknown
9592,0,Loudon,TN,Loudon,37774,male
9593,0,Arlington Heights,IL,,60004,female
9594,0,Nashville,TN,Davidson,37211,female
9595,0,Livermore,CA,,94550,female
9596,0,Smyrna,TN,Rutherford,37167,female
9598,0,,,,,female
9600,0,Nashville,TN,Davidson,37214,female
9601,0,Nashville,TN,Davidson,37203,female
9603,0,Murfreesboro,TN,,37131,male
9604,0,Murfreesboro,TN,Rutherford,37129,female
9605,0,Brentwood,TN,Williamson,37027,female
9606,0,Nashville,TN,Davidson,37205,female
9607,0,Hendersonville,TN,Sumner,37075,unknown
9608,0,,,,,male
9609,1,Nashville,TN,Davidson,37214,unknown
9610,1,Nashville,TN,Davidson,37222,unknown
9611,0,Manchester,TN,Coffee,37355,female
9612,1,Antioch,TN,,37011,unknown
9613,0,,,,,unknown
9615,0,,,,,male
9616,1,,,,,unknown
9617,1,,,,,unknown
9618,1,,,,,unknown
9620,1,,,,,unknown
9621,0,Murfreesboro,TN,Rutherford,37129,female
9622,0,Murfreesboro,TN,Rutherford,37129,male
9623,0,Murfreesboro,TN,Rutherford,37130,male
9624,1,,,,,unknown
9625,1,Old Hickory,TN,Wilson,37138,unknown
9626,1,Orlando,FL,,32801,unknown
9627,0,,,,,female
9628,1,Nashville,TN,Davidson,37214,unknown
9629,1,Brentwood,TN,Williamson,37027,unknown
9630,1,Springfield,TN,Robertson,37172,unknown
9631,1,Spring Hill,TN,Williamson,37174,unknown
9632,1,Franklin,TN,Williamson,37067,unknown
9633,1,Murfreesboro,TN,Rutherford,37128,unknown
9634,1,Nolensville,TN,Williamson,37135,unknown
9635,1,Murfreesboro,TN,Rutherford,37127,unknown
9637,0,Murfreesboro,TN,Rutherford,37129,female
9638,1,Murfreesboro,TN,Rutherford,37128,unknown
9639,0,Murfreesboro,TN,Rutherford,37129,female
9641,0,Murfreesboro,TN,Rutherford,37129,female
9642,0,Murfreesboro,TN,Rutherford,37129,male
9643,1,Murfreesboro,TN,Rutherford,37130,unknown
9644,0,Sturgis,KY,,42459,female
9645,0,Manchester,TN,Coffee,37355,unknown
9646,1,Murfreesboro,TN,Rutherford,37129,unknown
9647,0,Murfreesboro,TN,Rutherford,37127,female
9648,0,Murfreesboro,TN,Rutherford,37127,male
9649,0,Murfreesboro,TN,Rutherford,37127,female
9650,0,Murfreesboro,TN,Rutherford,37130,male
9651,0,Murfreesboro,TN,Rutherford,37130,female
9652,0,Dyersburg,TN,Dyer,38024,female
9653,0,Dyersburg,TN,Dyer,38024,male
9654,0,Murfreesboro,TN,Rutherford,37130,male
9655,0,Winston Salem,NC,,27104,male
9656,0,Antioch,TN,Davidson,37013,female
9657,0,Winston Salem,NC,,27104,female
9658,1,Nashville,TN,,37202,unknown
9659,1,Nashville,TN,Davidson,37210,unknown
9660,0,,,,,male
9661,1,Murfreesboro,TN,Rutherford,37129,unknown
9662,0,Murfreesboro,TN,Rutherford,37128,female
9663,0,Shelbyville,TN,Bedford,37160,female
9664,0,Kyle,TX,,78640,male
9665,0,,,,,female
9666,0,Murfreesboro,TN,Rutherford,37129,female
9667,0,Brentwood,TN,Williamson,37027,female
9668,0,Marietta,GA,,30060,female
9669,0,Christiana,TN,Rutherford,37037,female
9670,0,Christiana,TN,Rutherford,37037,male
9671,1,Antioch,TN,,37011,unknown
9673,0,Glendale Heights,IL,,60139,female
9674,0,Glendale Heights,IL,,60139,male
9675,0,Knoxville,TN,Knox,37932,unknown
9676,0,San Jose,CA,,95126,female
9677,0,Murfreesboro,TN,Rutherford,37129,male
9678,0,Murfreesboro,TN,Rutherford,37129,male
